"Year","Location","Sunshine_duration","Altitude","Annual_Precipitation","Annual_temperature","Annual_ice_days","Annual_frost_days","Annual_summer_days","Annual_heat_days","Annual_tropic_days","Annual_precipitation_days"
1981,"St.Gallen",1309.33333333333,776,1567.2,7.5,44,111,8,0,0,170
1981,"ZürichFluntern",1355.83333333333,556,1289.6,8.6,26,91,27,0,0,148
1982,"BaselBinningen",1517.65,316,958.7,10.3,11,46,53,7,0,130
1982,"BernZollikofen",1564.51666666667,553,1177.4,8.7,10,110,31,0,0,127
1982,"Davos",1603.15,1594,1014.8,3.3,53,208,1,0,0,109
1982,"GenfCointrin",1648.16666666667,411,1050.1,10.4,0,55,62,8,1,112
1982,"LocarnoMonti",2075.56666666667,367,1874.8,11.8,0,28,65,3,4,102
1982,"Lugano",1935.28333333333,273,1683.2,12.1,1,30,63,1,6,97
1982,"Luzern",1333.5,454,1212.9,9.3,13,77,41,3,0,137
1982,"Neuenburg",1516.6,485,1080.4,10.1,13,45,36,2,2,128
1982,"Säntis",1749.81666666667,2501,2293.8,-1.2,165,241,0,0,0,163
1982,"Samedan",1818.16666666667,1709,809.1,1.9,63,228,1,0,0,99
1982,"Sitten",2060.26666666667,482,595.6,9.8,3,94,64,8,0,93
1982,"St.Gallen",1469.16666666667,776,1379,8.1,22,94,16,0,0,140
1982,"ZürichFluntern",1454.73333333333,556,1171.9,9.2,16,64,34,1,0,139
1983,"BaselBinningen",1540.46666666667,316,728,10.3,10,69,62,15,2,121
1983,"BernZollikofen",1575.71666666667,553,931.3,8.5,18,113,45,12,0,114
1983,"Davos",1613.38333333333,1594,1086.1,3.4,54,209,8,0,0,127
1983,"GenfCointrin",1540.23333333333,411,1193.8,10.3,8,87,68,21,0,114
1983,"LocarnoMonti",2061.75,367,1938.2,11.8,1,37,68,16,16,94
1983,"Lugano",1936.05,273,1453.2,11.9,0,36,59,14,13,95
1983,"Luzern",1296.56666666667,454,943.1,9.5,21,84,49,15,0,123
1983,"Neuenburg",1548,485,1041.6,10,14,67,56,15,4,119
1983,"Säntis",1799.53333333333,2501,2708.8,-0.8,152,248,0,0,0,153
1983,"Samedan",1805.96666666667,1709,826.2,1.7,65,246,10,0,0,92
1983,"Sitten",1925.21666666667,482,580.4,9.5,6,109,66,18,0,70
1983,"St.Gallen",1454.83333333333,776,1285.4,8.2,37,97,24,4,2,140
1983,"ZürichFluntern",1525.3,556,875.9,9.3,28,81,44,12,1,122
1984,"BaselBinningen",1518.43333333333,316,721.4,9.5,3,66,34,7,0,116
1984,"BernZollikofen",1587.4,553,984.8,7.8,16,122,26,3,0,121
1984,"Davos",1622.1,1594,915.3,2.3,76,206,4,0,0,121
1984,"GenfCointrin",1601.78333333333,411,965.9,9.5,5,78,48,13,0,118
1984,"LocarnoMonti",2018.11666666667,367,2131.9,11.1,0,33,59,11,1,100
1984,"Lugano",1908.6,273,1831.9,11.3,0,30,61,15,2,100
1984,"Luzern",1290.56666666667,454,1002.5,8.5,10,93,29,5,0,122
1984,"Neuenburg",1581.28333333333,485,907.5,9.2,6,63,37,4,0,122
1984,"Säntis",1767.65,2501,2762.6,-2.6,179,264,0,0,0,162
1984,"Samedan",1735.9,1709,617.8,0.7,80,274,2,0,0,75
1984,"Sitten",2018.76666666667,482,493.9,8.9,4,97,57,10,0,83
1984,"St.Gallen",1363.83333333333,776,1550.1,7,35,115,6,1,1,146
1984,"ZürichFluntern",1448.08333333333,556,993.9,8.3,17,88,27,6,0,116
1985,"BaselBinningen",1623.23333333333,316,618.8,9,36,83,54,5,0,95
1985,"BernZollikofen",1739.3,553,987.7,7.6,42,129,48,4,0,113
1985,"Davos",1878.85,1594,913.9,2.6,69,206,2,0,0,112
1985,"GenfCointrin",1814.4,411,990.4,9.2,28,111,66,9,0,91
1985,"LocarnoMonti",2131.5,367,1729.1,11.4,6,42,61,1,3,103
1985,"Lugano",2089.88333333333,273,1380.4,11.5,6,35,62,2,5,103
1985,"Luzern",1459.35,454,1053.8,8.3,40,109,41,4,0,126
1985,"Neuenburg",1716.25,485,841.2,9.2,30,75,55,5,0,100
1985,"Säntis",1875.83333333333,2501,2305,-2.1,175,256,0,0,0,147
1985,"Samedan",1916.71666666667,1709,696.8,1.1,72,265,0,0,0,80
1985,"Sitten",2149.48333333333,482,649,8.7,21,112,70,10,0,72
1985,"St.Gallen",1519.68333333333,776,1310.2,7,53,109,11,0,0,139
1985,"ZürichFluntern",1642.85,556,959.6,8.2,40,93,36,4,0,119
1986,"BaselBinningen",1457.56666666667,316,878.9,9.4,24,77,51,9,0,123
1986,"BernZollikofen",1609.36666666667,553,1131.4,8,31,113,42,5,0,124
1986,"Davos",1824.95,1594,993.4,3.1,69,194,1,0,0,121
1986,"GenfCointrin",1557.88333333333,411,1038.8,9.8,14,86,63,21,1,123
1986,"LocarnoMonti",1998.73333333333,367,1763.3,11.8,2,35,71,8,10,102
1986,"Lugano",1895.68333333333,273,1599.9,11.8,1,23,53,1,12,95
1986,"Luzern",1427.38333333333,454,1154.4,8.7,28,100,47,7,0,130
1986,"Neuenburg",1451.08333333333,485,922.2,9.4,24,68,47,7,0,125
1986,"Säntis",1854.11666666667,2501,3145.1,-1.8,170,242,0,0,0,155
1986,"Samedan",1837.86666666667,1709,685.4,1.4,74,245,0,0,0,92
1986,"Sitten",2013.63333333333,482,631.8,9.4,10,110,60,15,0,86
1986,"St.Gallen",1518.76666666667,776,1553.7,7.3,45,106,13,0,0,140
1986,"ZürichFluntern",1547.73333333333,556,1204.3,8.4,35,89,42,1,0,140
1987,"BaselBinningen",1345.3,316,907.7,9.5,28,70,39,5,0,127
1987,"BernZollikofen",1372.46666666667,553,1235.1,7.9,37,106,44,8,0,136
1987,"Davos",1604.11666666667,1594,1171.8,3,65,202,0,0,0,134
1987,"GenfCointrin",1412.7,411,1065.6,9.9,22,73,58,13,0,123
1987,"LocarnoMonti",1999.4,367,2277.5,11.5,2,40,61,1,6,101
1987,"Lugano",1923.03333333333,273,1661.4,11.6,2,36,60,1,8,99
1987,"Luzern",1100.48333333333,454,1174.5,8.7,33,87,37,1,0,151
1987,"Neuenburg",1356.86666666667,485,1092.3,9.4,27,70,35,0,0,131
1987,"Säntis",1632.11666666667,2501,2825,-1.8,168,257,0,0,0,171
1987,"Samedan",1650.78333333333,1709,731,1.6,77,236,2,0,0,84
1987,"Sitten",1844.61666666667,482,617.2,9.3,13,103,57,11,0,84
1987,"St.Gallen",1235.35,776,1564.3,7.3,49,101,16,0,0,151
1987,"ZürichFluntern",1328.08333333333,556,1215.2,8.3,37,84,36,2,0,141
1988,"BaselBinningen",1463.7,316,832.2,10.5,2,48,37,3,0,133
1988,"BernZollikofen",1515.5,553,1135.7,8.8,8,98,27,3,0,142
1988,"Davos",1559.66666666667,1594,1102.2,3.5,59,186,1,0,0,143
1988,"GenfCointrin",1628.23333333333,411,1062.8,10.5,1,62,50,16,0,127
1988,"LocarnoMonti",2024.76666666667,367,2127.1,12.1,0,12,55,2,5,109
1988,"Lugano",1927.18333333333,273,1558.5,12.3,0,14,54,5,3,100
1988,"Luzern",1298.66666666667,454,1182.4,9.9,4,71,33,1,0,138
1988,"Neuenburg",1534.81666666667,485,1211.8,10.1,2,49,24,2,0,134
1988,"Säntis",1652.28333333333,2501,3275.8,-1.4,157,240,0,0,0,207
1988,"Samedan",1665.51666666667,1709,724.9,2.5,51,218,0,0,0,82
1988,"Sitten",1910.56666666667,482,639.9,10.1,2,82,67,18,0,88
1988,"St.Gallen",1417.36666666667,776,1584.8,8.4,14,86,15,0,0,166
1988,"ZürichFluntern",1458.55,556,1414.6,9.4,8,70,24,1,0,155
1989,"BaselBinningen",1769.93333333333,316,655.8,10.6,5,61,58,8,0,106
1989,"BernZollikofen",1877.7,553,761.5,8.8,20,92,38,2,0,105
1989,"Davos",1822.15,1594,723.2,4.2,20,191,0,0,0,115
1989,"GenfCointrin",1856.65,411,643.8,10.7,1,78,72,11,0,73
1989,"LocarnoMonti",2312.25,367,1478.1,12.4,0,24,69,3,5,85
1989,"Lugano",2197.5,273,1468.4,12.3,0,28,58,1,6,88
1989,"Luzern",1524.13333333333,454,986.8,9.8,16,71,38,1,0,124
1989,"Neuenburg",1706.05,485,658.9,10.3,18,58,49,4,0,99
1989,"Säntis",2001.73333333333,2501,2335.8,-0.2,118,240,0,0,0,162
1989,"Samedan",1807.46666666667,1709,610.4,2.2,29,242,0,0,0,83
1989,"Sitten",2203.1,482,435.2,9.9,2,86,86,11,0,66
1989,"St.Gallen",1726.93333333333,776,1294.3,8.5,26,83,8,0,0,137
1989,"ZürichFluntern",1710.58333333333,556,950.1,9.4,19,62,26,1,0,126
1990,"BaselBinningen",1769.26666666667,316,814.5,10.9,4,51,49,13,0,120
1990,"BernZollikofen",1841.66666666667,553,1270.8,9.1,19,86,41,6,0,123
1990,"Davos",1758.71666666667,1594,1022.3,3.8,46,194,1,0,0,130
1990,"GenfCointrin",1911.13333333333,411,1020.7,10.8,9,69,57,17,0,103
1990,"LocarnoMonti",2220.01666666667,367,1474.3,12.7,0,27,74,10,6,91
1990,"Lugano",2130.8,273,1342.4,12.6,0,33,67,7,5,95
1990,"Luzern",1584.71666666667,454,1164.9,10,16,78,42,7,0,138
1990,"Neuenburg",1758.8,485,1046.3,10.5,14,52,45,9,0,122
1990,"Säntis",1782.1,2501,3029.9,-0.9,143,267,0,0,0,174
1990,"Samedan",1877.58333333333,1709,688,2,61,250,1,0,0,86
1990,"Sitten",2154.65,482,892,10.2,5,79,61,19,0,92
1990,"St.Gallen",1723.05,776,1415.1,8.8,18,83,18,0,0,142
1990,"ZürichFluntern",1730.58333333333,556,1188.2,9.7,17,61,37,7,0,130
1991,"BaselBinningen",1712.26666666667,316,758.7,10,21,76,62,10,0,96
1991,"BernZollikofen",1763.91666666667,553,867.9,8.2,36,113,58,5,0,103
1991,"Davos",1802.66666666667,1594,843.4,3.2,62,216,1,0,0,100
1991,"GenfCointrin",1810.55,411,870.4,10.2,16,81,75,14,0,87
1991,"LocarnoMonti",2265.6,367,1861.2,12.3,2,39,86,26,20,87
1991,"Lugano",2076.6,273,1287.5,12.3,2,48,77,12,25,83
1991,"Luzern",1357.18333333333,454,957.4,9.1,27,96,58,4,0,120
1991,"Neuenburg",1729.13333333333,485,810.3,9.7,28,70,56,4,0,107
1991,"Säntis",1729.68333333333,2501,2557.6,-1.4,169,253,0,0,0,151
1991,"Samedan",1838.6,1709,642.8,1.2,70,237,4,0,0,65
1991,"Sitten",2226.35,482,533.6,9.7,14,106,83,15,0,72
1991,"St.Gallen",1562.16666666667,776,1265.2,7.5,49,108,14,0,0,122
1991,"ZürichFluntern",1615.53333333333,556,924.1,8.9,34,89,53,6,0,110
1992,"BaselBinningen",1477.1,316,824.3,10.7,11,50,54,16,1,120
1992,"BernZollikofen",1543.8,553,1042.3,8.8,23,96,39,13,0,124
1992,"Davos",1702.48333333333,1594,975.7,3.8,46,201,7,0,0,122
1992,"GenfCointrin",1612.05,411,1087.6,10.6,10,69,57,21,0,107
1992,"LocarnoMonti",1928.6,367,1779.4,12.5,0,19,58,13,21,100
1992,"Lugano",1829.73333333333,273,1600.5,12.4,0,27,56,10,18,104
1992,"Luzern",1275.03333333333,454,1178.2,9.8,17,80,49,10,0,130
1992,"Neuenburg",1536.18333333333,485,987.9,10.4,15,53,42,13,0,119
1992,"Säntis",1777.03333333333,2501,2832.9,-0.4,152,239,0,0,0,155
1992,"Samedan",1677.55,1709,731.7,1.6,62,232,2,0,0,94
1992,"Sitten",1920.56666666667,482,720.3,10.2,5,87,74,22,0,93
1992,"St.Gallen",1522.23333333333,776,1385.3,8.6,31,89,27,0,2,130
1992,"ZürichFluntern",1490.18333333333,556,1078.5,9.5,21,69,41,14,1,132
1993,"BaselBinningen",1479.76666666667,316,779.8,10.2,17,65,46,6,0,128
1993,"BernZollikofen",1540.55,553,1040.8,8.6,24,103,33,4,0,142
1993,"Davos",1617.63333333333,1594,1002.9,3.4,54,196,2,0,0,129
1993,"GenfCointrin",1617.53333333333,411,1155.8,10.1,7,90,53,15,0,111
1993,"LocarnoMonti",2035.63333333333,367,2314,12.3,0,18,60,3,2,118
1993,"Lugano",1916.25,273,1590.2,12.1,0,22,59,3,3,100
1993,"Luzern",1316.98333333333,454,1243.1,9.5,16,83,37,2,0,133
1993,"Neuenburg",1497.48333333333,485,995.3,10,15,66,37,3,0,123
1993,"Säntis",1712.38333333333,2501,2884.8,-1.3,145,264,0,0,0,171
1993,"Samedan",1657.65,1709,769.1,1.8,54,229,0,0,0,85
1993,"Sitten",1990.41666666667,482,619,10.3,7,107,64,12,0,80
1993,"St.Gallen",1456.35,776,1485.6,8,42,86,17,0,0,152
1993,"ZürichFluntern",1502.58333333333,556,1173.6,9.1,27,77,33,2,0,130
1994,"BaselBinningen",1376.86666666667,316,848.5,11.5,4,32,57,20,0,128
1994,"BernZollikofen",1461.18333333333,553,1087.3,10,10,64,52,11,0,139
1994,"Davos",1603.01666666667,1594,1077.8,4.6,43,185,4,0,0,125
1994,"GenfCointrin",1680.95,411,1001.4,11.6,0,47,66,29,0,123
1994,"LocarnoMonti",2113.03333333333,367,2022.1,13,1,17,75,22,7,103
1994,"Lugano",1946.71666666667,273,1702.5,13.1,2,16,75,18,17,94
1994,"Luzern",1288.75,454,1191.7,10.9,7,45,52,13,0,132
1994,"Neuenburg",1496.7,485,974.7,11.4,5,28,51,11,3,124
1994,"Säntis",1526.1,2501,3208.2,-0.4,150,236,0,0,0,189
1994,"Samedan",1647.38333333333,1709,703.3,3.1,41,220,6,0,0,92
1994,"Sitten",1971.78333333333,482,671,11.1,3,61,75,23,0,93
1994,"St.Gallen",1369.31666666667,776,1462.4,9.4,21,65,38,0,1,155
1994,"ZürichFluntern",1406.08333333333,556,1171.9,10.5,13,35,51,11,0,149
1995,"BaselBinningen",1502.68333333333,316,1014.3,10.5,10,65,52,10,1,132
1995,"BernZollikofen",1679.75,553,1222,8.8,24,104,38,7,0,138
1995,"Davos",1564.51666666667,1594,1102.5,3.2,57,195,3,0,0,136
1995,"GenfCointrin",1805.16666666667,411,1071.7,10.7,6,74,53,16,0,120
1995,"LocarnoMonti",2275.56666666667,367,1524.6,12.2,0,24,64,8,6,98
1995,"Lugano",2111.23333333333,273,1411.8,12.5,0,16,57,6,13,95
1995,"Luzern",1367.4,454,1342.6,9.7,20,93,43,7,1,146
1995,"Neuenburg",1651.58333333333,485,1029.1,10.3,14,66,42,8,1,132
1995,"Säntis",1530.36666666667,2501,3200.5,-1.6,171,249,0,0,0,188
1995,"Samedan",1618.21666666667,1709,548.1,1.9,63,236,2,0,0,93
1995,"Sitten",2060.83333333333,482,756.7,10.2,9,94,65,14,0,104
1995,"St.Gallen",1369.53333333333,776,1616.5,8.1,33,101,22,2,1,163
1995,"ZürichFluntern",1505.5,556,1323.3,9.2,27,80,37,5,0,150
1996,"BaselBinningen",1587.08333333333,316,833,9.4,16,82,42,4,0,111
1996,"BernZollikofen",1565.75,553,1051.7,7.9,32,112,28,1,0,125
1996,"Davos",1675.16666666667,1594,995.4,3.1,53,197,0,0,0,125
1996,"GenfCointrin",1703.35,411,946.9,9.8,11,79,44,2,0,95
1996,"LocarnoMonti",2004.6,367,1800.8,11.9,4,26,50,4,1,115
1996,"Lugano",1859.76666666667,273,1720.5,12.1,4,21,48,4,9,119
1996,"Luzern",1302.9,454,1138.2,8.7,20,100,35,1,0,131
1996,"Neuenburg",1624.08333333333,485,877.9,9.4,17,79,32,0,0,110
1996,"Säntis",1642.58333333333,2501,2213.9,-1.7,166,268,0,0,0,155
1996,"Samedan",1704.85,1709,795.3,1.4,75,230,0,0,0,96
1996,"Sitten",2057.01666666667,482,554.6,9.9,8,98,56,8,0,73
1996,"St.Gallen",1338.11666666667,776,1470.6,6.9,54,121,8,0,0,134
1996,"ZürichFluntern",1491.51666666667,556,1003.7,8.1,32,103,29,1,0,125
1997,"BaselBinningen",1774.41666666667,316,752.7,10.6,17,69,57,7,0,107
1997,"BernZollikofen",1831.1,553,941.4,9,18,114,37,0,0,112
1997,"Davos",1774.78333333333,1594,959.2,4.1,34,195,0,0,0,120
1997,"GenfCointrin",1917.66666666667,411,970,10.7,8,74,57,2,0,106
1997,"LocarnoMonti",2354.7,367,1696.1,12.9,0,5,78,3,2,87
1997,"Lugano",2273.81666666667,273,1227.1,13,0,6,79,3,2,85
1997,"Luzern",1561.91666666667,454,1122,9.8,15,80,44,1,0,115
1997,"Neuenburg",1792.31666666667,485,984.6,10.4,16,53,38,1,0,124
1997,"Säntis",1758.33333333333,2501,2658.7,-0.4,146,247,0,0,0,152
1997,"Samedan",1814.96666666667,1709,670.6,1.9,51,242,0,0,0,90
1997,"Sitten",2221.76666666667,482,551,10.6,0,81,62,6,0,75
1997,"St.Gallen",1537.05,776,1109.6,8.5,24,95,9,0,0,118
1997,"ZürichFluntern",1679.9,556,985.9,9.4,24,74,39,0,0,111
1998,"BaselBinningen",1713.78333333333,316,806.6,10.6,10,61,51,15,2,120
1998,"BernZollikofen",1713.36666666667,553,884.3,8.9,23,117,48,11,0,110
1998,"Davos",1708.11666666667,1594,933.7,3.5,58,196,6,0,0,121
1998,"GenfCointrin",1937.8,411,857.7,10.6,3,97,66,16,0,105
1998,"LocarnoMonti",2332.15,367,1843.7,12.5,0,30,75,10,15,91
1998,"Lugano",2247.63333333333,273,1507.9,12.4,0,28,70,6,14,89
1998,"Luzern",1490.31666666667,454,996,9.8,23,101,50,12,0,132
1998,"Neuenburg",1751.28333333333,485,907.4,10.4,14,65,46,13,4,120
1998,"Säntis",1685.91666666667,2501,3100.4,-1.2,169,256,0,0,0,173
1998,"Samedan",1793.75,1709,670.6,1.9,67,241,4,0,0,79
1998,"Sitten",2100.11666666667,482,486.3,10.2,2,107,71,21,0,77
1998,"St.Gallen",1433.26666666667,776,1501.7,8.6,36,79,23,3,2,150
1998,"ZürichFluntern",1608.81666666667,556,1043.8,9.5,26,73,40,13,0,126
1999,"BaselBinningen",1538.33333333333,316,1151,10.7,13,57,49,3,1,134
1999,"BernZollikofen",1553.78333333333,553,1317.7,8.9,23,100,41,2,0,147
1999,"Davos",1573.66666666667,1594,1369.7,3.5,62,182,1,0,0,140
1999,"GenfCointrin",1694.9,411,1230.6,10.5,6,74,56,5,0,129
1999,"LocarnoMonti",2120.25,367,2366.6,12.4,0,26,66,0,1,111
1999,"Lugano",1984.41666666667,273,1698.5,12.6,0,22,59,1,4,108
1999,"Luzern",1322.83333333333,454,1448.6,9.6,17,88,40,3,0,154
1999,"Neuenburg",1530.8,485,1183.4,10.3,12,64,36,2,0,135
1999,"Säntis",1607.15,2501,3540.7,-1.1,146,230,0,0,0,193
1999,"Samedan",1544.25,1709,830,1.9,70,219,0,0,0,108
1999,"Sitten",1889.3,482,786.7,10.1,12,98,67,9,0,108
1999,"St.Gallen",1315.1,776,1794.4,8.4,30,88,13,0,0,165
1999,"ZürichFluntern",1472.78333333333,556,1549,9.4,19,73,35,2,0,160
2000,"BaselBinningen",1720.83333333333,316,786.7,11.4,4,30,52,8,0,132
2000,"BernZollikofen",1765.56666666667,553,983.7,9.6,7,82,40,1,0,123
2000,"Davos",1626.68333333333,1594,1189.8,4.1,49,179,5,0,0,129
2000,"GenfCointrin",1937.13333333333,411,996,11.2,3,64,61,14,0,117
2000,"LocarnoMonti",2096.93333333333,367,2622.7,12.8,0,19,73,3,2,116
2000,"Lugano",2111.9,273,2149.3,13,0,18,67,2,5,115
2000,"Luzern",1524.11666666667,454,1152.2,10.4,6,60,46,2,0,134
2000,"Neuenburg",1768.71666666667,485,905.8,11,3,28,43,4,0,128
2000,"Säntis",1632.88333333333,2501,3058.8,-0.6,167,236,0,0,0,181
2000,"Samedan",1634.1,1709,973.1,2.4,53,226,0,0,0,103
2000,"Sitten",2018.53333333333,482,515.8,10.8,5,74,80,16,0,82
2000,"St.Gallen",1525.61666666667,776,1599.2,9.4,15,66,25,1,1,148
2000,"ZürichFluntern",1656.88333333333,556,1156.7,10.2,8,45,38,3,0,145
2001,"BaselBinningen",1597.76666666667,316,1011.7,10.6,8,59,50,9,0,145
2001,"BernZollikofen",1633.58333333333,553,1277.8,9.1,14,99,43,2,0,148
2001,"Davos",1640.23333333333,1594,1268.2,3.5,65,183,1,0,0,139
2001,"GenfCointrin",1746.06666666667,411,1217.3,10.9,7,63,63,13,0,129
2001,"LocarnoMonti",2267.26666666667,367,1753.9,12.5,1,34,70,6,9,108
2001,"Lugano",2345.35,273,1499.1,12.7,0,29,69,4,11,114
2001,"Luzern",1441.31666666667,454,1471.7,9.9,11,73,46,6,0,163
2001,"Neuenburg",1635.16666666667,485,1162.8,10.4,8,50,46,4,0,140
2001,"Säntis",1618.2,2501,3553.1,-1.1,164,249,0,0,0,189
2001,"Samedan",1686.38333333333,1709,792.6,2.2,59,242,1,0,0,92
2001,"Sitten",2016.43333333333,482,649.9,10.3,11,85,61,14,0,83
2001,"St.Gallen",1455.68333333333,776,1507.8,8.4,35,88,20,0,0,161
2001,"ZürichFluntern",1579.98333333333,556,1482.9,9.4,16,70,39,2,0,156
2002,"BaselBinningen",1503.26666666667,316,1048.3,11.2,10,40,45,8,0,129
2002,"BernZollikofen",1617.58333333333,553,1316.2,9.4,15,66,34,6,0,136
2002,"Davos",1622.23333333333,1594,1227.5,4.3,36,187,5,0,0,143
2002,"GenfCointrin",1752.73333333333,411,1166.4,11.2,7,45,50,17,1,124
2002,"LocarnoMonti",2111.25,367,2649.2,12.7,0,17,69,7,5,120
2002,"Lugano",2025.73333333333,273,2105.4,12.9,0,21,60,7,9,120
2002,"Luzern",1469.43333333333,454,1460.5,10.4,15,51,41,9,2,133
2002,"Neuenburg",1652.61666666667,485,1134,10.9,13,27,35,8,2,131
2002,"Säntis",1590.48333333333,2501,3234.8,-0.4,143,242,0,0,0,174
2002,"Samedan",1616.05,1709,973.2,2.9,35,230,5,0,0,104
2002,"Sitten",1973.1,482,689.7,10.9,4,56,63,13,1,95
2002,"St.Gallen",1420.66666666667,776,1878,9.1,19,63,17,1,1,140
2002,"ZürichFluntern",1620.48333333333,556,1275.8,10.2,15,41,36,7,1,139
2003,"BaselBinningen",2003.41666666667,316,614.6,11.4,16,83,98,41,5,96
2003,"BernZollikofen",2099.76666666667,553,737.8,9.5,24,116,83,29,0,94
2003,"Davos",2082.55,1594,848.7,4.3,54,192,16,0,0,105
2003,"GenfCointrin",2142.06666666667,411,736.9,11.4,12,88,95,50,4,87
2003,"LocarnoMonti",2459.21666666667,367,1107.4,13.4,0,40,109,56,40,78
2003,"Lugano",2406.9,273,1166.8,13.3,0,44,111,47,30,88
2003,"Luzern",1865.38333333333,454,957.4,10.4,22,92,88,26,0,114
2003,"Neuenburg",2083.01666666667,485,698.3,11.1,20,67,83,34,13,90
2003,"Säntis",2180.48333333333,2501,2219.5,-0.1,144,222,0,0,0,141
2003,"Samedan",2083.45,1709,527.1,2.4,57,227,18,0,0,73
2003,"Sitten",2419.5,482,426.6,11.3,6,92,97,49,0,64
2003,"St.Gallen",1889.65,776,1119.5,9.1,39,105,52,10,10,118
2003,"ZürichFluntern",2042.33333333333,556,859.2,10.1,28,91,85,27,2,117
2004,"BaselBinningen",1536.01666666667,316,791.9,10.6,5,77,57,13,1,119
2004,"BernZollikofen",1620.36666666667,553,1011.5,8.8,15,113,40,1,0,122
2004,"Davos",1645.53333333333,1594,881.1,3.5,66,187,0,0,0,117
2004,"GenfCointrin",1877.05,411,989.5,10.7,0,72,61,11,0,101
2004,"LocarnoMonti",2095.1,367,1893.8,12.5,0,30,71,11,6,93
2004,"Lugano",2034.56666666667,273,1372.9,12.6,0,20,76,6,9,96
2004,"Luzern",1456.6,454,1084.9,9.8,5,89,46,4,0,130
2004,"Neuenburg",1737.86666666667,485,1072.5,10.3,4,61,47,2,0,112
2004,"Säntis",1656.31666666667,2501,2432.1,-1.3,157,247,0,0,0,164
2004,"Samedan",1736.55,1709,593.2,2.2,67,227,0,0,0,93
2004,"Sitten",2147.4,482,477,10.4,3,104,74,14,0,72
2004,"St.Gallen",1510.76666666667,776,1437.7,8.2,36,111,18,0,0,145
2004,"ZürichFluntern",1648.71666666667,556,1071,9.5,15,87,41,0,0,134
2005,"BaselBinningen",1680.4,316,706,10.4,18,91,53,18,1,106
2005,"BernZollikofen",1883.23333333333,553,859.4,8.5,41,115,49,11,0,108
2005,"Davos",1765.7,1594,922.9,3,86,176,5,0,0,120
2005,"GenfCointrin",1966.95,411,746.3,10.3,10,92,59,16,1,86
2005,"LocarnoMonti",2325.03333333333,367,1057.7,12.4,1,65,78,14,12,76
2005,"Lugano",2239.55,273,952.2,12.6,1,54,75,11,17,82
2005,"Luzern",1570.08333333333,454,1140.4,9.5,27,99,44,13,0,118
2005,"Neuenburg",1845.45,485,728.8,10,20,89,53,13,1,101
2005,"Säntis",1790.98333333333,2501,2657.5,-1.8,155,231,0,0,0,NA
2005,"Samedan",1852.35,1709,506.6,1.5,87,226,4,0,0,76
2005,"Sitten",2217.08333333333,482,499.6,9.8,26,115,73,15,0,66
2005,"St.Gallen",1658.08333333333,776,1337.8,8.1,51,104,22,0,0,138
2005,"ZürichFluntern",1765.03333333333,556,1041.9,9.3,38,92,43,9,0,125
2006,"BaselBinningen",1678.06666666667,316,1028.5,10.9,15,85,64,22,3,124
2006,"BernZollikofen",1775.23333333333,553,1215.6,9.2,28,110,51,16,0,121
2006,"Davos",1876.96666666667,1594,788.5,4.2,62,175,12,0,0,122
2006,"GenfCointrin",1866.86666666667,411,968.6,11.2,11,84,68,24,0,101
2006,"LocarnoMonti",2237.35,367,1629,13,1,40,78,29,19,81
2006,"Lugano",2229.6,273,1298.3,13.1,1,34,69,22,20,80
2006,"Luzern",1558.21666666667,454,1202.4,10.1,25,93,57,18,0,130
2006,"Neuenburg",1714.1,485,1236.7,10.7,23,72,52,17,3,124
2006,"Säntis",1852.8,2501,2850.5,-0.3,147,226,0,0,0,178
2006,"Samedan",1921.01666666667,1709,518.2,2.5,66,218,6,0,0,83
2006,"Sitten",2167.15,482,604.4,10.6,5,97,80,25,0,73
2006,"St.Gallen",1704.13333333333,776,1400.2,8.8,49,98,31,2,2,147
2006,"ZürichFluntern",1694.85,556,1134.5,9.8,28,85,51,16,1,130
2007,"BaselBinningen",1755.33333333333,316,952,11.3,5,41,62,4,0,119
2007,"BernZollikofen",1940.7,553,1290.6,9.5,20,94,36,2,0,130
2007,"Davos",1803.41666666667,1594,1005,4.1,47,191,5,0,0,118
2007,"GenfCointrin",1943.01666666667,411,1121.1,11.2,10,67,56,6,0,111
2007,"LocarnoMonti",2420.96666666667,367,1503.8,13.5,0,12,82,12,4,81
2007,"Lugano",2317.08333333333,273,1143.2,13.5,0,16,68,10,8,73
2007,"Luzern",1616.1,454,1261.7,10.4,18,63,49,4,0,122
2007,"Neuenburg",1843.13333333333,485,1301.8,10.8,18,41,31,1,1,121
2007,"Säntis",2023.41666666667,2501,3095.8,-0.5,139,237,0,0,0,176
2007,"Samedan",1916.15,1709,661.8,2.8,45,244,0,0,0,91
2007,"Sitten",2256.6,482,757.4,10.8,2,84,63,7,0,80
2007,"St.Gallen",1583.4,776,1241,9.1,21,72,15,0,1,143
2007,"ZürichFluntern",1785.65,556,1152.9,10.1,18,56,37,2,0,137
2008,"BaselBinningen",1582.48333333333,316,869.6,10.8,4,65,46,6,0,112
2008,"BernZollikofen",1797.75,553,945,9,10,105,38,2,0,120
2008,"Davos",1717.98333333333,1594,1163.7,3.8,46,199,1,0,0,125
2008,"GenfCointrin",1836.25,411,1134.9,10.8,2,80,51,11,0,122
2008,"LocarnoMonti",2135.8,367,2347.1,12.5,1,26,66,5,7,122
2008,"Lugano",1988.63333333333,273,2188.6,12.7,0,15,64,3,8,123
